section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2490a_s_11,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,1,พระมหากษัตริย์,11,content,,,content,ในกรณีที่ราชบัลลังก์ว่างลง และมิได้มี ผู้สำเร็จราชการแทนพร องค์ตามความในมาตรา 10 ก็ให้ คณะอภิรัฐมนตรีเข้าบริหารราชการแผ่นดินในหน้าที่ผู้สำเร็จ ราชการแทนพระองค์ชั่วคราว จนกว่าจะได้ประกาศแต่งตั้ง ผู้สืบสันตติวงศ์ในหน้าที่พระมหากษัตริย์ต่อไป
const_2490a_s_12,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,1,พระมหากษัตริย์,12,content,,,content,การสืบราชสมบัติให้เป็นไปโดยนัยแห่ง กฎมณเทียรบาลว่าด้วยการสืบสันตติวงศ์ พระพุทธศักราช 2467 และประกอบด้วยความเห็นชอบของรัฐสภา ฉบับพิเศษ หน้า 6 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_13,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,2,อภิรัฐมนตรี,13,content,,,content,อภิรัฐมนตรีเป็นตำแหน่งประจำมีห้านาย เป็นผู้บริหารราชการในพระองค์ และถวายคำปรึกษาแต่ พระมหากษัตริย์
const_2490a_s_14,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,2,อภิรัฐมนตรี,14,content,,,content,อภิรัฐมนตรีเป็นที่ปรึกษาของพระมหา กษัตริย์ด้วยการถวายความเห็นโดยชอบและถูกต้อง เพื่อ ประโยชน์แก่ประเทศชาติทุกสาขา
const_2490a_s_15,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,2,อภิรัฐมนตรี,15,content,,,content,ในคณะอภิรัฐมนตรีจะทรงพระกรุณา แต่งตั้งผู้อาวุโสเป็นประธานคณะหนึ่งนาย
const_2490a_s_16,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,2,อภิรัฐมนตรี,16,content,,,content,อภิรัฐมนตรีจะพ้นหน้าที่ต่อเมื่อ ลาออก ทุพพลภาพ หรือตาย
const_2490a_s_17,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,2,อภิรัฐมนตรี,17,content,,,content,เมื่อตำแหน่งอภิรัฐมนตรีว่างลงจะได้มี พระบรมราชโองการแต่งตั้งแทน อย่างน้อยผู้ที่ได้รับการแต่ง ตั้งแทน จะต้องมีคุณสมบัติ เป็นผู้รับราชการประจำมา แล้วไม่น้อยกว่า 25 ปี และเคยรับราชการอย่างต่ำตำแหน่ง ฉบับพิเศษ หน้า 7 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 อธิบดี หรือเคยเป็นรัฐมนตรีว่าการกระทรวงมาแล้วไม่น้อย กว่า 4 ปี **มาตรา 18** คณะอภิรัฐมนตรีมีหน่วยราชการขึ้นอยู่ ตามที่จะมีประกาศเป็นพระราชกฤษฎีกา **มาตรา 19** ประธานคณะอภิรัฐมนตรีจะได้มอบหมาย ให้อภิรัฐมนตรีคนใดบัญชาหน่วยราชการที่กำหนดตาม พระราชกฤษฎีกา **มาตรา 20** การบรรจุ การแต่งตั้ง การถอดถอน การลงโทษ การกำหนดคุณสมบัติข้าราชการ ให้เป็นไป โดยกฎหมาย
const_2490a_s_23,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,3,สิทธิและหน้าที่ของชนชาวไทย,23,content,,,content,บุคคลย่อมมีเสรีภาพโดยบริบูรณ์ในร่างกายเคหะสถาน ทรัพย์สิน การพูด การเขียน การพิมพ์ การโฆษณา การศึกษาอบรม การชุมนุมสาธารณะ การตั้งสมาคม การอาชีพ ทั้งนี้ภายใต้บังคับแห่งตัวบทกฎหมาย
const_2490a_s_24,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,3,สิทธิและหน้าที่ของชนชาวไทย,24,content,,,content,บุคคลย่อมมีสิทธิเสนอเรื่องราวร้องทุกข์ภายในเงื่อนไขและวิธีการที่กฎหมายบัญญัติ
const_2490a_s_25,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,3,สิทธิและหน้าที่ของชนชาวไทย,25,content,,,content,บุคคลมีหน้าที่เคารพต่อกฎหมาย และมีหน้าที่ป้องกันประเทศ ช่วยเหลือราชการทางเสียภาษี และอนุญาตภายในเงื่อนไข และโดยวิธีการที่กฎหมายบัญญัติทั้งต้องมีการศึกษาและการอาชีพ ฉบับพิเศษ หน้า 9 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_26,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,26,content,,,content,รัฐสภาประกอบด้วย วุฒิสภา และสภาผู้แทน ไม่ว่าจะประชุมแยกกันหรือร่วมกัน
const_2490a_s_27,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,27,content,,,content,ร่างพระราชบัญญัติทั้งหลายจะตราขึ้นเป็นกฎหมายได้ด้วยคำแนะนำและยินยอมของรัฐสภา
const_2490a_s_28,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,28,content,,,content,การตราพระราชบัญญัติขึ้น เป็น กฎหมายให้มีผลย้อนหลัง เป็นการลงโทษบุคคลในทางอาญา นั้นจะกระทำมิได้
const_2490a_s_29,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,29,content,,,content,ร่างพระราชบัญญัติซึ่งรัฐสภาได้ทำขึ้นเสร็จแล้ว ให้นายกรัฐมนตรีนำขึ้นทูลเกล้า ฯ ถวาย เพื่อพระมหาภัตริย์ทรงลงพระปรมาภิไธย และเมื่อได้ประกาศในราชกิจจานุเบกษาแล้ว ให้ใช้บังคับเป็นกฎหมายได้
const_2490a_s_30,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,30,content,,,content,ถ้าพระมหากษัตริย์ไม่ทรงเห็นชอบด้วยร่างพระราชบัญญัตินั้น จะได้พระราชทานคืนมายังรัฐสภา ฉบับพิเศษ หน้า 10 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 8 พฤศจิกายน 2550 ภายในหนึ่งเดือน รัฐสภาจะต้องปรึกษากันใหม่ ถ้ารัฐสภาลงมติยืนยันตามเดิม ให้นายกรัฐมนตรีนำร่างพระราชบัญญัตินั้นขึ้นทูลเกล้า ฯ เพื่อถวายประกาศใช้ต่อไป
const_2490a_s_31,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,31,content,,,content,ร่างพระราชบัญญัติตั้งหัว นายจะเสนอมาจากคณะรัฐมนตรีหรือจากสมาชิกรัฐสภาก็ได้
const_2490a_s_32,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,32,content,,,content,บุคคลใดจะเป็นสมาชิกวุฒิสภา และสภาผู้แทนขณะเดียวกันไม่ได้
const_2490a_s_33,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,33,content,,,content,วุฒิสภาประกอบด้วยสมาชิกที่พระมหากษัตริย์ทรงเลือกตั้งมีจำนวนเท่าสมาชิกสภาผู้แทน
const_2490a_s_34,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,34,content,,,content,สมาชิกภาพแห่งวุฒิสภา มีกำหนดเวลาคราวละ 6 ปี จะเพาะเมื่อวาระเริ่มแรกเมื่อครบกำหนด 3 ปี ให้มีการเปลี่ยนสมาชิกกลิ่งหนึ่งโดยวิธีจับสลาก
const_2490a_s_35,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,35,content,,,content,สมาชิกภาพแห่งวุฒิสภาสุดสิ้นลงเมื่อ (1) ถึงคราวออกตามวาระ (2) ตาย (3) ลาออก # ฉบับพิเศษ หน้า 11 ตอนที่ 53 เล่ม 6 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_36,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,36,content,,,content,ในระหว่างที่สภาผู้แทนถูกยุบ ถ้าจำเป็นจะมีการประชุมวุฒิสภาก็ทำได้ ## ส่วนที่ 2 สภาผู้แทน
const_2490a_s_37,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,37,content,,,content,สภาผู้แทนประกอบด้วยสมาชิกที่ราษฎรเลือกตั้งตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทน สมาชิกสภาผู้แทน ต้องไม่เป็นข้าราชการประจำ การเลือกตั้งสมาชิกสภาผู้แทนให้ใช้วิธีเลือกตั้งออกเสียงโดยตรงและลับ
const_2490a_s_38,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,38,content,,,content,คุณสมบัติของผู้เลือกตั้งและผู้สมัครรับเลือกตั้ง ซึ่งทั้งหลักเกณฑ์และวิธีการเลือกตั้งและจำนวนสมาชิก ให้เป็นไปตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทน และอย่างน้อยผู้สมัครรับเลือกตั้งต้องมีเชื้อชาติเป็นไทยและอายุไม่ต่ำกว่า 35 ปี
const_2490a_s_39,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,39,content,,,content,อายุของสภาผู้แทนมีกำหนดเวลาคราวละ 4 ปี # ฉบับพิเศษ หน้า 12 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 ถ้าตำแหน่งสมาชิกว่างงานเพราะเหตุอื่น นอกจากถึงคราวออกตามอายุหรือยุบสภา ให้เลือกตั้งสมาชิกขึ้นแทนภายในกำหนดเวลาเก้าสิบวัน เว้นแต่อายุของสภาจะเหลือไม่ถึงหกเดือน และสมาชิกที่เข้ามาแทนนั้นย่อมอยู่ในตำแหน่งได้เพียงเท่ากำหนดเวลาของผู้ซึ่งตนแทน
const_2490a_s_40,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,40,content,,,content,พระมหากษัตริย์ทรงไว้ซึ่งพระราชอำนาจที่จะยุบสภาผู้แทนเพื่อให้ราษฎรเลือกตั้งสมาชิกมาใหม่ ในพระราชกฤษฎีกาให้ยุบสภา ต้องมีกำหนดเวลาให้เลือกตั้งสมาชิกใหม่ภายในเก้าสิบวัน การยุบสภาผู้แทนจะยุบได้ครั้งเดียวในเหตุการณ์เดียวกัน
const_2490a_s_41,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,41,content,,,content,สภาชิกภาพแห่งสภาผู้แทนสุดสิ้นลงเมื่อ (1) ถึงคราวออกตามอายุของสภาหรือยุบสภา (2) ตาย (3) ลาออก (4) ขาดคุณสมบัติตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทน ฉบับพิเศษ หน้า 13 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 ส่วนที่ 3 บทที่ใช้แก่สภาทั้งสอง
const_2490a_s_42,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,42,content,,,content,สภาษิกสภาผู้แทนมีสิทธิเสนอญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจคณะรัฐมนตรีรายตัวหรือทั้งคณะก็ได้ โดยมีสมาชิกรับรองไม่ต่ำกว่า 24 คน การลงมติในกรณีเช่นนี้มิให้กระทำในวันเดียวกันกับวันที่ปรึกษา
const_2490a_s_43,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,43,content,,,content,ก่อนเข้ารับหน้าที่ สมาชิกวุฒิสภาและสมาชิกสภาผู้แทนต้องปฏิญาณตนในที่ประชุมแห่งสภาที่ตนเป็นสมาชิกว่า จะรักษาไว้และปฏิบัติตามซึ่งรัฐธรรมนูญ
const_2490a_s_44,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,44,content,,,content,สมาชิกวุฒิสภาและสภาผู้แทนย่อมเป็นผู้แทนของปวงชนชาวไทย ไม่อยู่ในความผูกมัดแห่งอาณัติมอบหมายใด ๆ และต้องปฏิบัติหน้าที่ตามความเห็นของตนโดยบริสุทธิ์ใจ เพื่อประโยชน์ส่วนรวมของประชาชนชาวไทย
const_2490a_s_45,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,45,content,,,content,พระมหาคัติริย์ทรงตั้งสมาชิกวุฒิสภาและสมาชิกสภาผู้แทนตามมติของสภานั้น ๆ ให้เป็นประธานแห่งสภาคนหนึ่ง เป็นรองประธานคนหนึ่งหรือหลายคนก็ได้ ฉบับพิเศษ หน้า 14 ตอนที่ 5 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2550
const_2490a_s_46,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,46,content,,,content,ประธานวุฒิสภาและประธานสภาผู้แทนมีหน้าที่ดำเนินกิจการของสถานนั้น ๆ ให้เป็นไปตามระเบียบรองประธานมีหน้าที่กำกับการแทนประธานหรือประธานไม่ อยู่หรือไม่สามารถปฏิบัติหน้าที่ได้
const_2490a_s_47,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,47,content,,,content,ในเมื่อประธานและรองประธานวุฒิสภาหรือสภาผู้แทนไม่อยู่ในตัวประชุม ให้สมาชิกของสถานนั้น ๆ เลือกตั้งขึ้นเองเป็นประธานในการประชุมนั้น
const_2490a_s_48,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,48,content,,,content,การประชุมของวุฒิสภาก็ดี หรือของสภาผู้แทนก็ดี ทุกความต้องเสียภาษีตามประชุมไม่ต่างว่าหน้าในสามของจำนวนสมาชิกทั้งหมด จึงจะเป็นองค์ประชุมได้
const_2490a_s_49,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,49,content,,,content,การลงมติวินิจฉัยข้อปรึกษานั้น ให้ถือเอาเสียงข้างมากเป็นประมาณ เว้นแต่เรื่องซึ่งมีบทบัญญัติไว้เป็นพิเศษในรัฐธรรมนูญนี้ สมาชิกคนหนึ่งย่อมมีเสียงหนึ่งในการลงคะแนน ถ้ามีจำนวนเสียงละแทนเท่ากัน ให้ประธานในที่ประชุมออกเสียงเพิ่มขึ้นได้อีกเสียงหนึ่ง และเป็นเสียงชี้ขาด ฉบับพิเศษ หน้า 15 ตอนที่ 43 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_70,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,70,content,,,content,ในที่ประชุมแห่งสภาสมาชิกผู้ใดจะกล่าวถ้อยคำใด ๆ ในทางแถลงข้อเท็จจริง หรือแสดงความคิดเห็นหรือออกเสียงลายณะแน่น ย่อมเป็นเอกสิทธิโดยเด็ดขาดผู้ใดจะนำไปเป็นเหตุฟ้องร้องว่ากล่าวสมาชิกผู้นั้นในทางใดมิได้ เอกสิทธินี้คุ้มครองไปถึงผู้พิมพ์โฆษณารายงานการประชุม โดยคำสั่งของสภา และคุ้มครองไปถึงผู้ที่สภาเชิญมาแถลงข้อเท็จจริง หรือแสดงความคิดเห็นในทประชุมด้วย
const_2490a_s_51,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,51,content,,,content,สมัยประชุม ขอวุฒิสภาและสภาผู้แทนย่อมเริ่มต้นและสุดสิ้นลงพร้อมกัน
const_2490a_s_52,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,52,content,,,content,ในปีหนึ่งมีสมัยประชุมของสภาทั้งสองสมัยหนึ่งหรือหลายสมัยแล้วแต่สภาผู้แทนจะกำหนด การประชุมครั้งแรกต้องกำหนดให้สมาชิกได้มาประชุมภายในสามสิบวัน นับแต่วันเลือกตั้ง วันเริ่มสมัยประชุมประจำปีให้สภาผู้แทนเป็นผู้กำหนด
const_2490a_s_53,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,53,content,,,content,สมัยประชุมสามัญสมัยหนึ่ง ๆ มีกำหนดเวลาเก้าสิบวัน แต่พระมหากษัตริย์จะโปรดเกล้าฯ ให้ขยายเวลาออกไป ก็ได้ ฉบับพิเศษ หน้า 16 ตอนที่ 53 เล่ม 2 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 อนึ่งในระหว่างเวลาเก้าสิบวันนั้นจะโปรดเกล้า ฯ ปิดประชุมก็ได้
const_2490a_s_54,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,54,content,,,content,พระมหากษัตริย์ทรงเรียกประชุมวุฒิสภา และสภาผู้แทนตามสมัยประชุม ทรงปิดและเปิดประชุม พิธีเปิดประชุมจะทรงพระกรุณาเสด็จดำเนิน มาทรงทำหรือจะโปรตเกล้า ฯ ให้รัชชทายาท ที่บรรลุนิติภาวะแล้ว หรือผู้ใดผู้หนึ่งกระทำพิธีแทนพระองค์ก็ได้
const_2490a_s_55,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,55,content,,,content,เมื่อเป็นการจำเป็นเพื่อประโยชน์ของแผ่นดิน พระมหากษัตริย์จะทรงเรียกประชุมวิสามัญแห่งสภาทั้งสองก็ได้
const_2490a_s_56,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,56,content,,,content,สมาชิกวุฒิสภาและสภาผู้แทนทั้งสองสภา หรือสมาชิกแต่ละสามีจำนวนไม่ต่ำกว่าหนึ่งในสามของสมาชิกของทั้งสองสภา มีสิทธิเข้าชื่อยืนร้องขอให้นำความกราบบังคมทูลขอให้ทรงเรียกประชุมวิสามัญแห่งสภาทั้งสองก็ได้ ฉบับพิเศษ หน้า 17 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 คำร้องขอดังกล่าวในวรรคก่อน ถ้าเป็นของสมาชิกแห่งสภาใด ก็ให้ยื่นต่อประธานสภา ถ้าเป็นของสมาชิกทั้งสองสภา ก็ให้ยื่นต่อประธานสภาของสภาที่มีสมาชิกเข้าชื่อมากกว่า ถ้ามีจำนวนเท่ากันให้ยื่นต่อประธานวุฒิสภา ให้ประธานแห่งสภาที่ได้รับคำร้อง ขอนำความกราบบังคมทูล และรับสนองพระบรมราชโองการ
const_2490a_s_57,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,57,content,,,content,ในระหว่างสมัยประชุม ผู้ใดจะฟ้องร้องสมาชิกวุฒิสภา หรือสมาชิกสภาผู้แทนในทางอาญา ศาล จะต้องได้รับอนุญาต จากสภาที่ผู้นั้นเป็นสมาชิกก่อน จึงจะพิจารณาได้ แต่การพิจารณาคดีนั้นต้องมิให้เป็นการขัดขวางต่อการที่สมาชิกผู้นั้นจะเข้ามาประชุม การพิจารณาคดีที่ศาลได้กระทำไปก่อนคำอ้างว่าจำเลย เป็นสมาชิกของสภาใดสภาหนึ่งนั้น ย่อมเป็นอันใช้ได้
const_2490a_s_58,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,58,content,,,content,ในระหว่างสมัยประชุม หากไม่ให้จับ หรือหมายเรียกตัวสมาชิกวุฒิสภาหรือสมาชิกสภาผู้แทนไป ฉบับพิเศษ หน้า 18 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 กักขัง เว้นแต่จับในขณะที่กระทำผิด แต่ต้องรีบรายงาน ไปยังประธานแห่งสภาที่ผู้นั้นเป็นสมาชิก ประธานแห่ง สภานั้นอาจสั่งปล่อยผู้ถูกจับให้ฟื้นจากการกักขังได้
const_2490a_s_59,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,59,content,,,content,ถ้าสมาชิกวุฒิสภาหรือสภาผู้แทนถูกกักขัง ในระหว่างสอบสวนหรือพิจารณาอยู่ก่อนสมัยประชุม เมื่อ ถึงสมัยประชุม พนักงานสอบสวนหรือศาล แล้วแต่กรณีต้อง สั่งปล่อย ถ้าหากสภาที่ผู้นั้นเป็นสมาชิกได้ร้องขอ คำสั่งปล่อยตามความในวรรคก่อนให้มีผลบังคับตั้งแต่ วันปล่อย จนถึงวันสุดท้ายแห่งการประชุม
const_2490a_s_60,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,60,content,,,content,ร่างพระราชบัญญัติให้เสนอต่อสภาผู้แทน ก่อน เมื่อสภาผู้แทนได้พิจารณาลงมติให้ใช้ได้แล้ว ให้นำ เสนอต่อวุฒิสภา ถ้าวุฒิสภาพิจารณาลงมติเห็นชอบด้วย โดยไม่แก้ไขแล้ว ก็ดำเนินการต่อไปตามความใน
const_2490a_s_29,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,29,content,,,content,ถ้าหากวุฒิสภาลงมติไม่เห็นชอบด้วย ก็ให้ส่งร่าง พระราชบัญญัตินั้นกลับคืนมาให้สภาผู้แทนพิจารณาใหม่ ถ้า ฉบับพิเศษ หน้า 19 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 สภาผู้แทนลงมติเห็นชอบตามวุฒิสภาแล้วก็ให้ถือว่าร่างพระราชบัญญัตินั้นเป็นอันตกไป ถ้าวุฒิสภาลงมติให้แก้ไขเพิ่มเติม ก็ให้ส่งร่างพระราชบัญญัตินั้นกลับคืนมาให้สภาผู้แทนพิจารณาใหม่ ถ้าสภาผู้แทนลงมติเห็นชอบตามที่วุฒิสภาแก้ไขเพิ่มเติมมา ก็ให้ดำเนินการต่อไปตามความในมาตรา 29 ถ้าหากสภาผู้แทนลงมติยืนยันตามเดิมในร่างพระราชบัญญัติที่ส่งกลับคืนมา ตามความในวรรคสอง หรือ วรรคสาม ด้วยคะแนนเสียงมากกว่าครึ่งของสมาชิกทั้งหมดแล้ว ก็ให้ถือว่าร่างพระราชบัญญัตินี้เป็นอันได้รับความเห็นชอบจากรัฐสภา และให้ดำเนินการต่อไปตามความในมาตรา 29
